period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription
2024-05,AK,Alaska,3,IPP CHP,PET,petroleum
2024-05,AK,Alaska,3,IPP CHP,PEL,petroleum liquids
2024-05,MA,Massachusetts,4,Commercial Non-CHP,FOS,fossil fuels
2024-05,MA,Massachusetts,4,Commercial Non-CHP,DFO,distillate fuel oil
2024-05,MA,Massachusetts,4,Commercial Non-CHP,BIO,biomass
2024-05,MA,Massachusetts,4,Commercial Non-CHP,AOR,all renewables
2024-05,MA,Massachusetts,4,Commercial Non-CHP,ALL,all fuels
2024-05,MA,Massachusetts,3,IPP CHP,RFO,residual fuel oil
2024-05,MA,Massachusetts,3,IPP CHP,PET,petroleum
2024-05,MA,Massachusetts,3,IPP CHP,PEL,petroleum liquids
2024-05,MA,Massachusetts,3,IPP CHP,NGO,natural gas & other gases
2024-05,MA,Massachusetts,3,IPP CHP,NG,natural gas
2024-05,MA,Massachusetts,3,IPP CHP,FOS,fossil fuels
2024-05,MA,Massachusetts,3,IPP CHP,DFO,distillate fuel oil
2024-05,MA,Massachusetts,3,IPP CHP,ALL,all fuels
2024-05,MA,Massachusetts,2,IPP Non-CHP,WWW,wood and wood wastes
2024-05,MA,Massachusetts,2,IPP Non-CHP,WOO,waste oil and other oils
2024-05,MA,Massachusetts,2,IPP Non-CHP,WNT,onshore wind turbine
2024-05,MA,Massachusetts,99,All Sectors,PET,petroleum
2024-05,MA,Massachusetts,99,All Sectors,PEL,petroleum liquids
2024-05,MA,Massachusetts,99,All Sectors,OTH,other
2024-05,MA,Massachusetts,99,All Sectors,ORW,other renewables
2024-05,MA,Massachusetts,99,All Sectors,OBW,biomass
2024-05,MA,Massachusetts,99,All Sectors,OB2,biomass
2024-05,MA,Massachusetts,99,All Sectors,NGO,natural gas & other gases
2024-05,MA,Massachusetts,99,All Sectors,NG,natural gas
2024-05,MA,Massachusetts,99,All Sectors,MSB,biogenic municipal solid waste
2024-05,MA,Massachusetts,99,All Sectors,MLG,municiapl landfill gas
2024-05,MA,Massachusetts,99,All Sectors,LFG,landfill gas
2024-05,MA,Massachusetts,99,All Sectors,HYC,conventional hydroelectric
2024-05,MA,Massachusetts,99,All Sectors,HPS,hydro-electric pumped storage
2024-05,MA,Massachusetts,99,All Sectors,FOS,fossil fuels
2024-05,MA,Massachusetts,99,All Sectors,DPV,estimated small scale solar photovoltaic
2024-05,MA,Massachusetts,99,All Sectors,DFO,distillate fuel oil
2024-05,ND,North Dakota,96,All Commercial,TPV,estimated total solar photovoltaic
2024-05,ND,North Dakota,96,All Commercial,PET,petroleum
2024-05,ND,North Dakota,96,All Commercial,PEL,petroleum liquids
2024-05,ND,North Dakota,96,All Commercial,FOS,fossil fuels
2024-05,ND,North Dakota,96,All Commercial,DPV,estimated small scale solar photovoltaic
2024-05,ND,North Dakota,96,All Commercial,DFO,distillate fuel oil
2024-05,ND,North Dakota,96,All Commercial,ALL,all fuels
2024-05,ND,North Dakota,94,Independent Power Producers,WNT,onshore wind turbine
2024-05,ND,North Dakota,94,Independent Power Producers,WND,wind
2024-05,ND,North Dakota,94,Independent Power Producers,TSN,estimated total solar
2024-05,ND,North Dakota,94,Independent Power Producers,TPV,estimated total solar photovoltaic
2024-05,ND,North Dakota,94,Independent Power Producers,REN,renewable
2024-05,ND,North Dakota,94,Independent Power Producers,DPV,estimated small scale solar photovoltaic
2024-05,ND,North Dakota,94,Independent Power Producers,AOR,all renewables
2024-05,ND,North Dakota,94,Independent Power Producers,ALL,all fuels
2024-05,MTN,Mountain,2,IPP Non-CHP,OB2,biomass
2024-05,MTN,Mountain,2,IPP Non-CHP,NGO,natural gas & other gases
2024-05,MTN,Mountain,2,IPP Non-CHP,NG,natural gas
2024-05,MAT,Middle Atlantic,98,Electric Power,WWW,wood and wood wastes
2024-05,MAT,Middle Atlantic,98,Electric Power,WOO,waste oil and other oils
2024-05,MAT,Middle Atlantic,98,Electric Power,WOC,waste coal
2024-05,UT,Utah,97,All Industrial,FOS,fossil fuels
2024-05,UT,Utah,97,All Industrial,DPV,estimated small scale solar photovoltaic
2024-05,UT,Utah,97,All Industrial,DFO,distillate fuel oil
2024-05,UT,Utah,97,All Industrial,AOR,all renewables
2024-05,UT,Utah,97,All Industrial,ALL,all fuels
2024-05,UT,Utah,96,All Commercial,WOO,waste oil and other oils
2024-05,WSC,West South Central,98,Electric Power,COW,all coal products
2024-05,WSC,West South Central,98,Electric Power,COL,"coal, excluding waste coal"
2024-05,WSC,West South Central,98,Electric Power,BIT,bituminous coal
2024-05,WSC,West South Central,98,Electric Power,BIS,bituminous coal and synthetic coal
2024-05,WSC,West South Central,98,Electric Power,BIO,biomass
2024-05,WSC,West South Central,98,Electric Power,AOR,all renewables
2024-05,WSC,West South Central,98,Electric Power,ALL,all fuels
2024-05,WSC,West South Central,97,All Industrial,WWW,wood and wood wastes
2024-05,WSC,West South Central,97,All Industrial,WOO,waste oil and other oils
2024-05,WSC,West South Central,97,All Industrial,WAS,renewable waste products
2024-05,WSC,West South Central,97,All Industrial,TSN,estimated total solar
2024-05,WSC,West South Central,97,All Industrial,TPV,estimated total solar photovoltaic
2024-05,WSC,West South Central,97,All Industrial,SUN,solar
2024-05,WSC,West South Central,97,All Industrial,SUB,subbituminous coal
2024-05,WSC,West South Central,97,All Industrial,SPV,solar photovoltaic
2024-05,UT,Utah,98,Electric Power,DFO,distillate fuel oil
2024-05,UT,Utah,98,Electric Power,COW,all coal products
2024-05,UT,Utah,98,Electric Power,COL,"coal, excluding waste coal"
2024-05,UT,Utah,98,Electric Power,BIT,bituminous coal
2024-05,UT,Utah,98,Electric Power,BIS,bituminous coal and synthetic coal
2024-05,UT,Utah,98,Electric Power,BIO,biomass
2024-05,UT,Utah,98,Electric Power,AOR,all renewables
2024-05,UT,Utah,98,Electric Power,ALL,all fuels
2024-05,UT,Utah,97,All Industrial,TSN,estimated total solar
2024-05,UT,Utah,97,All Industrial,TPV,estimated total solar photovoltaic
2024-05,UT,Utah,97,All Industrial,SUN,solar
2024-05,UT,Utah,97,All Industrial,SPV,solar photovoltaic
2024-05,UT,Utah,97,All Industrial,REN,renewable
2024-05,UT,Utah,97,All Industrial,PET,petroleum
2024-05,UT,Utah,97,All Industrial,PEL,petroleum liquids
2024-05,UT,Utah,97,All Industrial,OTH,other
2024-05,UT,Utah,97,All Industrial,OOG,other gases
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,REN,renewable
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,RC,refined coal
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,PET,petroleum
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,PEL,petroleum liquids
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,OTH,other
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,ORW,other renewables
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,OBW,biomass
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,OB2,biomass
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,NUC,nuclear
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,NGO,natural gas & other gases
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,NG,natural gas
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,MLG,municiapl landfill gas
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,LIG,lignite coal
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,LFG,landfill gas
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,OB2,biomass
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,NUC,nuclear
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,NGO,natural gas & other gases
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,NG,natural gas
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,MSB,biogenic municipal solid waste
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,MLG,municiapl landfill gas
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,LFG,landfill gas
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,HPS,hydro-electric pumped storage
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,FOS,fossil fuels
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,DFO,distillate fuel oil
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,COW,all coal products
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,COL,"coal, excluding waste coal"
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,BIT,bituminous coal
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,BIS,bituminous coal and synthetic coal
2024-05,NC,North Carolina,98,Electric Power,WAS,renewable waste products
2024-05,NC,North Carolina,98,Electric Power,SUN,solar
2024-05,NC,North Carolina,98,Electric Power,SPV,solar photovoltaic
2024-05,NC,North Carolina,98,Electric Power,REN,renewable
2024-05,NC,North Carolina,98,Electric Power,PET,petroleum
2024-05,NC,North Carolina,98,Electric Power,PEL,petroleum liquids
2024-05,NC,North Carolina,98,Electric Power,OTH,other
2024-05,NC,North Carolina,98,Electric Power,ORW,other renewables
2024-05,NC,North Carolina,98,Electric Power,OBW,biomass
2024-05,NC,North Carolina,98,Electric Power,OB2,biomass
2024-05,NC,North Carolina,98,Electric Power,NUC,nuclear
2024-05,NC,North Carolina,98,Electric Power,NGO,natural gas & other gases
2024-05,NC,North Carolina,98,Electric Power,NG,natural gas
2024-05,NC,North Carolina,98,Electric Power,MLG,municiapl landfill gas
2024-05,NC,North Carolina,98,Electric Power,LFG,landfill gas
2024-05,NC,North Carolina,98,Electric Power,HYC,conventional hydroelectric
2024-05,VA,Virginia,1,Electric Utility,COL,"coal, excluding waste coal"
2024-05,VA,Virginia,1,Electric Utility,BIT,bituminous coal
2024-05,VA,Virginia,1,Electric Utility,BIS,bituminous coal and synthetic coal
2024-05,VA,Virginia,1,Electric Utility,BIO,biomass
2024-05,VA,Virginia,1,Electric Utility,AOR,all renewables
2024-05,VA,Virginia,1,Electric Utility,ALL,all fuels
2024-05,VT,Vermont,99,All Sectors,WWW,wood and wood wastes
2024-05,VT,Vermont,99,All Sectors,WOO,waste oil and other oils
2024-05,VT,Vermont,99,All Sectors,WNT,onshore wind turbine
2024-05,VT,Vermont,99,All Sectors,WND,wind
2024-05,VT,Vermont,99,All Sectors,WAS,renewable waste products
2024-05,VT,Vermont,99,All Sectors,TSN,estimated total solar
2024-05,VT,Vermont,99,All Sectors,TPV,estimated total solar photovoltaic
2024-05,VT,Vermont,99,All Sectors,SUN,solar
2024-05,VT,Vermont,99,All Sectors,SPV,solar photovoltaic
2024-05,VT,Vermont,99,All Sectors,RFO,residual fuel oil
2024-05,NY,New York,96,All Commercial,SPV,solar photovoltaic
2024-05,NY,New York,96,All Commercial,RFO,residual fuel oil
2024-05,NY,New York,96,All Commercial,REN,renewable
2024-05,NY,New York,96,All Commercial,PET,petroleum
2024-05,NY,New York,96,All Commercial,PEL,petroleum liquids
2024-05,NY,New York,96,All Commercial,OTH,other
2024-05,NY,New York,96,All Commercial,ORW,other renewables
2024-05,NY,New York,96,All Commercial,OBW,biomass
2024-05,NY,New York,96,All Commercial,OB2,biomass
2024-05,NY,New York,96,All Commercial,NGO,natural gas & other gases
2024-05,NY,New York,96,All Commercial,NG,natural gas
2024-05,NY,New York,96,All Commercial,MSB,biogenic municipal solid waste
2024-05,NY,New York,96,All Commercial,MLG,municiapl landfill gas
2024-05,NY,New York,96,All Commercial,LFG,landfill gas
2024-05,NY,New York,96,All Commercial,HYC,conventional hydroelectric
2024-05,TN,Tennessee,99,All Sectors,HPS,hydro-electric pumped storage
2024-05,MTN,Mountain,99,All Sectors,WAS,renewable waste products
2024-05,MTN,Mountain,99,All Sectors,TSN,estimated total solar
2024-05,MTN,Mountain,99,All Sectors,TPV,estimated total solar photovoltaic
2024-05,MTN,Mountain,99,All Sectors,SUN,solar
2024-05,MTN,Mountain,99,All Sectors,SUB,subbituminous coal
2024-05,MTN,Mountain,99,All Sectors,STH,solar thermal
2024-05,MTN,Mountain,99,All Sectors,SPV,solar photovoltaic
2024-05,MTN,Mountain,99,All Sectors,RFO,residual fuel oil
2024-05,MTN,Mountain,99,All Sectors,REN,renewable
2024-05,MTN,Mountain,99,All Sectors,RC,refined coal
2024-05,MTN,Mountain,99,All Sectors,PET,petroleum
2024-05,MTN,Mountain,99,All Sectors,PEL,petroleum liquids
2024-05,MTN,Mountain,99,All Sectors,PC,petroleum coke
2024-05,MTN,Mountain,99,All Sectors,OTH,other
2024-05,MTN,Mountain,99,All Sectors,ORW,other renewables
2024-05,MTN,Mountain,99,All Sectors,OOG,other gases
2024-05,TX,Texas,90,Electric Power Sector Non-CHP,RC,refined coal
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,WOO,waste oil and other oils
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,WNT,onshore wind turbine
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,WND,wind
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,SUB,subbituminous coal
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,REN,renewable
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,RC,refined coal
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,PET,petroleum
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,PEL,petroleum liquids
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,OTH,other
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,NGO,natural gas & other gases
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,NG,natural gas
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,LIG,lignite coal
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,FOS,fossil fuels
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,DFO,distillate fuel oil
2024-05,WSC,West South Central,97,All Industrial,RFO,residual fuel oil
2024-05,WSC,West South Central,97,All Industrial,REN,renewable
2024-05,WSC,West South Central,97,All Industrial,PET,petroleum
2024-05,WSC,West South Central,97,All Industrial,PEL,petroleum liquids
2024-05,WSC,West South Central,97,All Industrial,PC,petroleum coke
2024-05,WSC,West South Central,97,All Industrial,OTH,other
2024-05,WSC,West South Central,97,All Industrial,ORW,other renewables
2024-05,WSC,West South Central,97,All Industrial,OOG,other gases
2024-05,WSC,West South Central,97,All Industrial,OBW,biomass
2024-05,WSC,West South Central,97,All Industrial,OB2,biomass
2024-05,WSC,West South Central,97,All Industrial,NGO,natural gas & other gases
2024-05,UT,Utah,97,All Industrial,NGO,natural gas & other gases
2024-05,UT,Utah,97,All Industrial,NG,natural gas
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,COW,all coal products
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,COL,"coal, excluding waste coal"
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,AOR,all renewables
2024-05,ND,North Dakota,90,Electric Power Sector Non-CHP,ALL,all fuels
2024-05,ND,North Dakota,8,Residential,TSN,estimated total solar
2024-05,ND,North Dakota,8,Residential,TPV,estimated total solar photovoltaic
2024-05,ND,North Dakota,8,Residential,DPV,estimated small scale solar photovoltaic
2024-05,ND,North Dakota,7,Industrial CHP,WOO,waste oil and other oils
2024-05,ND,North Dakota,7,Industrial CHP,WAS,renewable waste products
2024-05,ND,North Dakota,7,Industrial CHP,SUB,subbituminous coal
2024-05,ND,North Dakota,7,Industrial CHP,RFO,residual fuel oil
2024-05,ND,North Dakota,7,Industrial CHP,REN,renewable
2024-05,ND,North Dakota,7,Industrial CHP,PET,petroleum
2024-05,ND,North Dakota,7,Industrial CHP,PEL,petroleum liquids
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,HPS,hydro-electric pumped storage
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,GEO,geothermal
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,FOS,fossil fuels
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,DFO,distillate fuel oil
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,COW,all coal products
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,COL,"coal, excluding waste coal"
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,BIT,bituminous coal
2024-05,MTN,Mountain,90,Electric Power Sector Non-CHP,BIS,bituminous coal and synthetic coal
2024-05,MAT,Middle Atlantic,98,Electric Power,WNT,onshore wind turbine
2024-05,MAT,Middle Atlantic,98,Electric Power,WND,wind
2024-05,MAT,Middle Atlantic,98,Electric Power,WAS,renewable waste products
2024-05,MAT,Middle Atlantic,98,Electric Power,SUN,solar
2024-05,MAT,Middle Atlantic,98,Electric Power,SUB,subbituminous coal
2024-05,MAT,Middle Atlantic,98,Electric Power,SPV,solar photovoltaic
2024-05,MAT,Middle Atlantic,98,Electric Power,RFO,residual fuel oil
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,BIO,biomass
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,AOR,all renewables
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,ANT,anthracite coal
2024-05,MAT,Middle Atlantic,2,IPP Non-CHP,ALL,all fuels
2024-05,MAT,Middle Atlantic,1,Electric Utility,WOO,waste oil and other oils
2024-05,MAT,Middle Atlantic,1,Electric Utility,WNT,onshore wind turbine
2024-05,MAT,Middle Atlantic,1,Electric Utility,WND,wind
2024-05,MAT,Middle Atlantic,1,Electric Utility,TSN,estimated total solar
2024-05,MAT,Middle Atlantic,1,Electric Utility,TPV,estimated total solar photovoltaic
2024-05,MAT,Middle Atlantic,1,Electric Utility,SUN,solar
2024-05,MAT,Middle Atlantic,1,Electric Utility,SUB,subbituminous coal
2024-05,MAT,Middle Atlantic,1,Electric Utility,SPV,solar photovoltaic
2024-05,MAT,Middle Atlantic,1,Electric Utility,RFO,residual fuel oil
2024-05,MAT,Middle Atlantic,1,Electric Utility,REN,renewable
2024-05,MAT,Middle Atlantic,1,Electric Utility,PET,petroleum
2024-05,NC,North Carolina,98,Electric Power,HPS,hydro-electric pumped storage
2024-05,NC,North Carolina,98,Electric Power,FOS,fossil fuels
2024-05,NC,North Carolina,98,Electric Power,DFO,distillate fuel oil
2024-05,NC,North Carolina,98,Electric Power,COW,all coal products
2024-05,NC,North Carolina,98,Electric Power,COL,"coal, excluding waste coal"
2024-05,NC,North Carolina,98,Electric Power,BIT,bituminous coal
2024-05,NC,North Carolina,98,Electric Power,BIS,bituminous coal and synthetic coal
2024-05,NC,North Carolina,98,Electric Power,BIO,biomass
2024-05,NC,North Carolina,98,Electric Power,AOR,all renewables
2024-05,NC,North Carolina,98,Electric Power,ALL,all fuels
2024-05,NC,North Carolina,97,All Industrial,WWW,wood and wood wastes
2024-05,NC,North Carolina,97,All Industrial,WAS,renewable waste products
2024-05,NC,North Carolina,97,All Industrial,TSN,estimated total solar
2024-05,NC,North Carolina,97,All Industrial,TPV,estimated total solar photovoltaic
2024-05,NC,North Carolina,97,All Industrial,RFO,residual fuel oil
2024-05,VT,Vermont,99,All Sectors,REN,renewable
2024-05,VT,Vermont,99,All Sectors,PET,petroleum
2024-05,VT,Vermont,99,All Sectors,PEL,petroleum liquids
2024-05,VT,Vermont,99,All Sectors,OTH,other
2024-05,VT,Vermont,99,All Sectors,NGO,natural gas & other gases
2024-05,VT,Vermont,99,All Sectors,NG,natural gas
2024-05,VT,Vermont,99,All Sectors,MLG,municiapl landfill gas
2024-05,VT,Vermont,99,All Sectors,LFG,landfill gas
2024-05,VT,Vermont,99,All Sectors,HYC,conventional hydroelectric
2024-05,VT,Vermont,99,All Sectors,FOS,fossil fuels
2024-05,VT,Vermont,99,All Sectors,DPV,estimated small scale solar photovoltaic
2024-05,VT,Vermont,99,All Sectors,DFO,distillate fuel oil
2024-05,VT,Vermont,99,All Sectors,BIO,biomass
2024-05,VT,Vermont,99,All Sectors,AOR,all renewables
2024-05,VT,Vermont,99,All Sectors,ALL,all fuels
2024-05,VT,Vermont,98,Electric Power,WWW,wood and wood wastes
2024-05,VT,Vermont,98,Electric Power,WOO,waste oil and other oils
2024-05,TN,Tennessee,99,All Sectors,FOS,fossil fuels
2024-05,TN,Tennessee,99,All Sectors,DPV,estimated small scale solar photovoltaic
2024-05,TN,Tennessee,99,All Sectors,DFO,distillate fuel oil
2024-05,TN,Tennessee,99,All Sectors,COW,all coal products
2024-05,TN,Tennessee,99,All Sectors,COL,"coal, excluding waste coal"
2024-05,TN,Tennessee,99,All Sectors,BIT,bituminous coal
2024-05,TN,Tennessee,99,All Sectors,BIS,bituminous coal and synthetic coal
